115,125,125,125,125,125,125,125,125,125,125,125,125,113,109,109,109,109,115,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,113
127,-1,120,-1,118,-1,-1,118,-1,-1,-1,120,-1,116,109,109,109,109,127,-1,120,-1,-1,120,-1,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,123
127,118,-1,-1,-1,-1,120,-1,-1,118,118,-1,120,116,109,109,109,109,127,-1,-1,-1,118,-1,118,118,118,118,118,118,118,-1,-1,120,-1,-1,120,-1,-1,123
127,120,-1,-1,-1,-1,-1,118,118,-1,120,-1,118,116,109,109,109,109,127,-1,-1,-1,118,119,118,119,-1,119,118,-1,119,118,118,119,118,118,-1,-1,-1,123
127,118,-1,-1,118,120,118,-1,-1,-1,118,-1,120,116,-1,-1,-1,-1,127,-1,120,118,118,118,119,119,-1,-1,119,119,120,-1,118,118,-1,118,-1,-1,-1,123
127,-1,118,-1,118,118,-1,120,-1,120,118,-1,118,116,-1,-1,-1,-1,-1,127,-1,-1,-1,119,118,119,119,119,118,118,119,119,119,118,-1,118,118,118,120,-1,123
127,118,118,-1,-1,-1,118,-1,-1,-1,-1,118,-1,116,-1,-1,-1,-1,127,120,-1,-1,118,-1,119,119,119,119,120,119,119,119,119,119,119,119,118,-1,-1,123
127,118,118,-1,118,120,118,118,118,118,-1,118,-1,116,-1,-1,-1,-1,127,-1,-1,118,119,120,119,-1,119,119,118,-1,120,-1,119,119,-1,119,119,-1,-1,123
127,-1,118,118,-1,-1,118,-1,118,-1,-1,-1,120,116,109,109,109,109,127,-1,-1,118,118,118,118,-1,119,-1,119,119,119,119,119,119,118,120,119,118,-1,123
114,121,121,121,121,121,121,121,121,121,121,121,121,112,109,109,109,109,114,121,-1,-1,-1,-1,118,118,120,119,118,-1,119,119,119,119,119,119,119,118,-1,123
136,135,135,135,135,135,135,135,135,135,135,135,135,133,109,109,109,109,136,133,127,-1,-1,-1,118,-1,-1,118,118,120,-1,119,119,-1,120,119,-1,118,-1,123
129,130,130,130,130,130,130,130,130,130,130,130,130,132,109,109,109,109,129,132,127,-1,-1,118,118,-1,118,118,-1,119,119,119,119,120,119,119,-1,118,-1,123
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,127,-1,120,118,118,-1,118,118,119,119,119,119,119,119,119,-1,-1,118,-1,123
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,127,-1,-1,-1,118,120,118,119,119,120,119,119,119,119,119,119,-1,118,118,123
115,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,120,-1,120,-1,118,-1,119,119,-1,-1,119,119,119,119,118,118,118,118,118,123
127,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,-1,-1,-1,118,119,119,119,119,119,119,119,119,119,118,119,119,118,118,-1,123
127,118,120,-1,-1,119,119,119,119,119,118,118,118,118,118,-1,120,-1,118,118,118,119,119,119,119,-1,118,119,-1,118,119,119,119,118,118,119,118,118,118,123
127,118,118,118,119,119,119,119,119,119,119,119,-1,-1,118,118,118,-1,118,118,118,119,-1,119,120,-1,119,119,-1,119,118,119,119,120,119,119,118,118,118,123
127,118,118,119,119,118,119,118,119,119,119,119,120,-1,118,118,118,119,119,119,119,119,118,118,119,119,-1,119,119,-1,120,120,-1,119,119,119,-1,118,-1,123
127,118,119,119,119,119,119,118,119,119,119,119,119,119,119,119,119,119,119,119,119,-1,119,118,119,119,118,119,119,119,119,119,119,119,119,-1,120,118,-1,123
127,118,119,119,119,118,118,118,119,118,118,119,119,118,118,118,119,119,119,118,118,119,118,118,119,118,118,118,-1,-1,119,119,-1,119,119,-1,-1,118,-1,123
127,118,119,119,119,119,118,118,119,118,119,119,-1,119,119,119,119,119,119,-1,119,119,118,119,118,118,119,119,118,120,119,119,120,119,118,118,118,118,-1,123
127,118,119,119,119,119,118,118,-1,119,119,119,119,119,-1,119,118,119,118,119,120,119,118,119,118,119,119,119,118,118,119,118,119,119,118,-1,118,-1,-1,123
127,118,118,119,119,119,119,120,-1,118,119,119,119,120,-1,119,119,118,118,119,118,119,-1,118,119,119,118,119,119,118,119,119,119,118,118,-1,118,120,-1,123
127,118,118,119,119,119,119,119,120,119,119,119,119,119,119,119,118,119,119,119,-1,119,119,119,119,119,119,-1,118,118,-1,-1,-1,-1,118,118,118,120,120,123
127,118,-1,-1,119,119,119,119,119,119,119,119,120,-1,-1,119,119,119,-1,120,-1,118,119,119,118,118,118,118,118,118,118,120,-1,118,118,118,118,-1,-1,123
127,118,-1,120,-1,119,119,118,118,118,-1,-1,120,-1,-1,-1,-1,119,119,119,119,119,119,118,118,-1,120,-1,-1,118,118,118,118,118,-1,-1,-1,-1,-1,123
127,118,-1,-1,-1,-1,120,-1,-1,120,-1,-1,120,120,120,-1,120,-1,-1,-1,120,118,118,-1,-1,120,-1,-1,120,-1,-1,-1,-1,-1,120,-1,-1,120,-1,123
127,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123
114,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,112
